source_id,condition_id,experiment,source_directory_index,rows,columns,public_file
P04_L049_FLANKER_T001,P04_L049,flanker,1,197,16,data/raw/source_trials/p04_l049_flanker_t001.tsv.gz
P04_L049_FLANKER_T002,P04_L049,flanker,2,205,16,data/raw/source_trials/p04_l049_flanker_t002.tsv.gz
P04_L049_FLANKER_T003,P04_L049,flanker,3,229,16,data/raw/source_trials/p04_l049_flanker_t003.tsv.gz
P04_L049_FLANKER_T004,P04_L049,flanker,4,161,16,data/raw/source_trials/p04_l049_flanker_t004.tsv.gz
P04_L049_FLANKER_T005,P04_L049,flanker,5,220,16,data/raw/source_trials/p04_l049_flanker_t005.tsv.gz
P04_L049_FLANKER_T006,P04_L049,flanker,6,200,16,data/raw/source_trials/p04_l049_flanker_t006.tsv.gz
P04_L049_FLANKER_T007,P04_L049,flanker,7,168,16,data/raw/source_trials/p04_l049_flanker_t007.tsv.gz
P04_L049_FLANKER_T008,P04_L049,flanker,8,217,16,data/raw/source_trials/p04_l049_flanker_t008.tsv.gz
P04_L049_FLANKER_T009,P04_L049,flanker,9,198,16,data/raw/source_trials/p04_l049_flanker_t009.tsv.gz
P04_L049_FLANKER_T010,P04_L049,flanker,10,222,16,data/raw/source_trials/p04_l049_flanker_t010.tsv.gz
P04_L049_FLANKER_T011,P04_L049,flanker,11,218,16,data/raw/source_trials/p04_l049_flanker_t011.tsv.gz
P04_L049_FLANKER_T012,P04_L049,flanker,12,202,16,data/raw/source_trials/p04_l049_flanker_t012.tsv.gz
P04_L049_FLANKER_T013,P04_L049,flanker,13,196,16,data/raw/source_trials/p04_l049_flanker_t013.tsv.gz
P04_L049_FLANKER_T014,P04_L049,flanker,14,218,16,data/raw/source_trials/p04_l049_flanker_t014.tsv.gz
P04_L049_FLANKER_T015,P04_L049,flanker,15,187,16,data/raw/source_trials/p04_l049_flanker_t015.tsv.gz
P04_L100_BASE_T000,P04_L100,base,0,254,16,data/raw/source_trials/p04_l100_base_t000.tsv.gz
P04_L100_BASE_T001,P04_L100,base,1,273,16,data/raw/source_trials/p04_l100_base_t001.tsv.gz
P04_L100_BASE_T002,P04_L100,base,2,270,16,data/raw/source_trials/p04_l100_base_t002.tsv.gz
P04_L100_BASE_T003,P04_L100,base,3,226,16,data/raw/source_trials/p04_l100_base_t003.tsv.gz
P04_L100_BASE_T004,P04_L100,base,4,270,16,data/raw/source_trials/p04_l100_base_t004.tsv.gz
P04_L100_BASE_T005,P04_L100,base,5,235,16,data/raw/source_trials/p04_l100_base_t005.tsv.gz
P04_L100_BASE_T006,P04_L100,base,6,268,16,data/raw/source_trials/p04_l100_base_t006.tsv.gz
P04_L100_BASE_T007,P04_L100,base,7,238,16,data/raw/source_trials/p04_l100_base_t007.tsv.gz
P04_L100_BASE_T008,P04_L100,base,8,256,16,data/raw/source_trials/p04_l100_base_t008.tsv.gz
P04_L100_BASE_T009,P04_L100,base,9,255,16,data/raw/source_trials/p04_l100_base_t009.tsv.gz
P04_L100_BASE_T010,P04_L100,base,10,229,16,data/raw/source_trials/p04_l100_base_t010.tsv.gz
P04_L100_BASE_T011,P04_L100,base,11,238,16,data/raw/source_trials/p04_l100_base_t011.tsv.gz
P04_L100_BASE_T012,P04_L100,base,12,254,16,data/raw/source_trials/p04_l100_base_t012.tsv.gz
P04_L100_BASE_T013,P04_L100,base,13,224,16,data/raw/source_trials/p04_l100_base_t013.tsv.gz
P04_L100_BASE_T014,P04_L100,base,14,249,16,data/raw/source_trials/p04_l100_base_t014.tsv.gz
P04_L100_BASE_T015,P04_L100,base,15,259,16,data/raw/source_trials/p04_l100_base_t015.tsv.gz
P04_L100_FLANKER_T000,P04_L100,flanker,0,246,16,data/raw/source_trials/p04_l100_flanker_t000.tsv.gz
P04_L100_FLANKER_T001,P04_L100,flanker,1,277,16,data/raw/source_trials/p04_l100_flanker_t001.tsv.gz
P04_L100_FLANKER_T002,P04_L100,flanker,2,253,16,data/raw/source_trials/p04_l100_flanker_t002.tsv.gz
P04_L100_FLANKER_T003,P04_L100,flanker,3,256,16,data/raw/source_trials/p04_l100_flanker_t003.tsv.gz
P04_L100_FLANKER_T004,P04_L100,flanker,4,238,16,data/raw/source_trials/p04_l100_flanker_t004.tsv.gz
P04_L100_FLANKER_T005,P04_L100,flanker,5,246,16,data/raw/source_trials/p04_l100_flanker_t005.tsv.gz
P04_L100_FLANKER_T006,P04_L100,flanker,6,277,16,data/raw/source_trials/p04_l100_flanker_t006.tsv.gz
P04_L100_FLANKER_T007,P04_L100,flanker,7,266,16,data/raw/source_trials/p04_l100_flanker_t007.tsv.gz
P04_L100_FLANKER_T008,P04_L100,flanker,8,262,16,data/raw/source_trials/p04_l100_flanker_t008.tsv.gz
P04_L100_FLANKER_T009,P04_L100,flanker,9,261,16,data/raw/source_trials/p04_l100_flanker_t009.tsv.gz
P04_L100_FLANKER_T010,P04_L100,flanker,10,275,16,data/raw/source_trials/p04_l100_flanker_t010.tsv.gz
P04_L100_FLANKER_T011,P04_L100,flanker,11,241,16,data/raw/source_trials/p04_l100_flanker_t011.tsv.gz
P04_L100_FLANKER_T012,P04_L100,flanker,12,275,16,data/raw/source_trials/p04_l100_flanker_t012.tsv.gz
P04_L100_FLANKER_T013,P04_L100,flanker,13,245,16,data/raw/source_trials/p04_l100_flanker_t013.tsv.gz
P04_L100_FLANKER_T014,P04_L100,flanker,14,226,16,data/raw/source_trials/p04_l100_flanker_t014.tsv.gz
P04_L100_FLANKER_T015,P04_L100,flanker,15,227,16,data/raw/source_trials/p04_l100_flanker_t015.tsv.gz
P04_L200_BASE_T000,P04_L200,base,0,256,16,data/raw/source_trials/p04_l200_base_t000.tsv.gz
P04_L200_BASE_T001,P04_L200,base,1,263,16,data/raw/source_trials/p04_l200_base_t001.tsv.gz
P04_L200_BASE_T002,P04_L200,base,2,279,16,data/raw/source_trials/p04_l200_base_t002.tsv.gz
P04_L200_BASE_T003,P04_L200,base,3,245,16,data/raw/source_trials/p04_l200_base_t003.tsv.gz
P04_L200_BASE_T004,P04_L200,base,4,247,16,data/raw/source_trials/p04_l200_base_t004.tsv.gz
P04_L200_BASE_T005,P04_L200,base,5,247,16,data/raw/source_trials/p04_l200_base_t005.tsv.gz
P04_L200_BASE_T006,P04_L200,base,6,269,16,data/raw/source_trials/p04_l200_base_t006.tsv.gz
P04_L200_BASE_T007,P04_L200,base,7,256,16,data/raw/source_trials/p04_l200_base_t007.tsv.gz
P04_L200_BASE_T008,P04_L200,base,8,242,16,data/raw/source_trials/p04_l200_base_t008.tsv.gz
P04_L200_BASE_T009,P04_L200,base,9,232,16,data/raw/source_trials/p04_l200_base_t009.tsv.gz
P04_L200_BASE_T010,P04_L200,base,10,265,16,data/raw/source_trials/p04_l200_base_t010.tsv.gz
P04_L200_BASE_T011,P04_L200,base,11,259,16,data/raw/source_trials/p04_l200_base_t011.tsv.gz
P04_L200_BASE_T012,P04_L200,base,12,239,16,data/raw/source_trials/p04_l200_base_t012.tsv.gz
P04_L200_BASE_T013,P04_L200,base,13,271,16,data/raw/source_trials/p04_l200_base_t013.tsv.gz
P04_L200_BASE_T014,P04_L200,base,14,235,16,data/raw/source_trials/p04_l200_base_t014.tsv.gz
P04_L200_BASE_T015,P04_L200,base,15,246,16,data/raw/source_trials/p04_l200_base_t015.tsv.gz
P04_L200_FLANKER_T000,P04_L200,flanker,0,232,16,data/raw/source_trials/p04_l200_flanker_t000.tsv.gz
P04_L200_FLANKER_T001,P04_L200,flanker,1,228,16,data/raw/source_trials/p04_l200_flanker_t001.tsv.gz
P04_L200_FLANKER_T002,P04_L200,flanker,2,259,16,data/raw/source_trials/p04_l200_flanker_t002.tsv.gz
P04_L200_FLANKER_T003,P04_L200,flanker,3,241,16,data/raw/source_trials/p04_l200_flanker_t003.tsv.gz
P04_L200_FLANKER_T004,P04_L200,flanker,4,289,16,data/raw/source_trials/p04_l200_flanker_t004.tsv.gz
P04_L200_FLANKER_T005,P04_L200,flanker,5,221,16,data/raw/source_trials/p04_l200_flanker_t005.tsv.gz
P04_L200_FLANKER_T006,P04_L200,flanker,6,225,16,data/raw/source_trials/p04_l200_flanker_t006.tsv.gz
P04_L200_FLANKER_T007,P04_L200,flanker,7,271,16,data/raw/source_trials/p04_l200_flanker_t007.tsv.gz
P04_L200_FLANKER_T008,P04_L200,flanker,8,286,16,data/raw/source_trials/p04_l200_flanker_t008.tsv.gz
P04_L200_FLANKER_T009,P04_L200,flanker,9,237,16,data/raw/source_trials/p04_l200_flanker_t009.tsv.gz
P04_L200_FLANKER_T010,P04_L200,flanker,10,244,16,data/raw/source_trials/p04_l200_flanker_t010.tsv.gz
P04_L200_FLANKER_T011,P04_L200,flanker,11,263,16,data/raw/source_trials/p04_l200_flanker_t011.tsv.gz
P04_L200_FLANKER_T012,P04_L200,flanker,12,245,16,data/raw/source_trials/p04_l200_flanker_t012.tsv.gz
P04_L200_FLANKER_T013,P04_L200,flanker,13,261,16,data/raw/source_trials/p04_l200_flanker_t013.tsv.gz
P04_L200_FLANKER_T014,P04_L200,flanker,14,254,16,data/raw/source_trials/p04_l200_flanker_t014.tsv.gz
P04_L200_FLANKER_T015,P04_L200,flanker,15,230,16,data/raw/source_trials/p04_l200_flanker_t015.tsv.gz
P04_L200_FLANKER_T016,P04_L200,flanker,16,236,16,data/raw/source_trials/p04_l200_flanker_t016.tsv.gz
