condition_id,experiment,staircase_id,source_id,source_staircase_id,probe_position_deg,trials_recorded,trials_used,distinct_signed_positions,detected_reversals,final_five_geometric_threshold
P01_L200,base,P01_L200_BASE_T000_A01,P01_L200_BASE_T000,1.0,-0.1375,37,37,1,10,0.1056276964803414
P01_L200,base,P01_L200_BASE_T000_A02,P01_L200_BASE_T000,2.0,0.1375,38,38,1,10,0.18889825691040257
P01_L200,base,P01_L200_BASE_T000_A03,P01_L200_BASE_T000,3.0,-0.4125,51,51,1,11,0.07733719760534498
P01_L200,base,P01_L200_BASE_T001_A01,P01_L200_BASE_T001,1.0,-0.275,40,40,1,10,0.08939803944886457
P01_L200,base,P01_L200_BASE_T001_A02,P01_L200_BASE_T001,3.0,0.275,61,61,1,11,0.13644525408924085
P01_L200,base,P01_L200_BASE_T001_A03,P01_L200_BASE_T001,2.0,0.0,47,47,1,10,0.09824440192776267
P01_L200,base,P01_L200_BASE_T002_A01,P01_L200_BASE_T002,1.0,-0.1375,43,43,1,10,0.1267061989031166
P01_L200,base,P01_L200_BASE_T002_A02,P01_L200_BASE_T002,5.0,0.1375,35,35,1,10,0.18889825691040257
P01_L200,base,P01_L200_BASE_T002_A03,P01_L200_BASE_T002,2.0,0.275,48,48,1,10,0.2235466016349217
P01_L200,base,P01_L200_BASE_T002_A04,P01_L200_BASE_T002,3.0,-0.275,46,46,1,10,0.06307511246487947
P01_L200,base,P01_L200_BASE_T002_A05,P01_L200_BASE_T002,4.0,0.0,42,42,1,10,0.23514093837050085
P01_L200,base,P01_L200_BASE_T002_A06,P01_L200_BASE_T002,6.0,-0.4125,51,51,1,10,0.11784949220993682
P01_L200,base,P01_L200_BASE_T003_A01,P01_L200_BASE_T003,1.0,0.0344,48,48,1,10,0.18635801378871622
P01_L200,base,P01_L200_BASE_T003_A02,P01_L200_BASE_T003,2.0,-0.1031,45,45,1,10,0.14769570904287155
P01_L200,base,P01_L200_BASE_T003_A03,P01_L200_BASE_T003,3.0,0.1719,46,46,1,10,0.06037238672102045
P01_L200,base,P01_L200_BASE_T003_A04,P01_L200_BASE_T003,4.0,-0.2406,46,46,1,10,0.12585140596594094
P01_L200,base,P01_L200_BASE_T003_A05,P01_L200_BASE_T003,5.0,-0.3781,63,63,1,11,0.0636045471675883
P01_L200,base,P01_L200_BASE_T004_A01,P01_L200_BASE_T004,1.0,-0.1719,47,47,1,10,0.09340026875194428
P01_L200,base,P01_L200_BASE_T004_A02,P01_L200_BASE_T004,2.0,0.1031,39,39,1,10,0.1056276964803414
P01_L200,base,P01_L200_BASE_T004_A03,P01_L200_BASE_T004,3.0,-0.4469,56,56,1,11,0.12863765498058943
P01_L200,base,P01_L200_BASE_T005_A01,P01_L200_BASE_T005,1.0,-0.0344,43,43,1,10,0.07617603427289053
P01_L200,base,P01_L200_BASE_T005_A02,P01_L200_BASE_T005,2.0,0.2406,39,39,1,11,0.1960234633768498
P01_L200,base,P01_L200_BASE_T005_A03,P01_L200_BASE_T005,3.0,-0.3094,46,46,1,11,0.09137717949888516
P01_L200,base,P01_L200_BASE_T006_A01,P01_L200_BASE_T006,1.0,-0.3094,33,33,1,10,0.28053429510622935
P01_L200,base,P01_L200_BASE_T006_A02,P01_L200_BASE_T006,2.0,0.1031,39,39,1,10,0.13358263912137905
P01_L200,base,P01_L200_BASE_T006_A03,P01_L200_BASE_T006,3.0,-0.1719,39,39,1,10,0.13358263912137905
P01_L200,base,P01_L200_BASE_T006_A04,P01_L200_BASE_T006,4.0,-0.0344,63,63,1,10,0.049497028200286224
P01_L200,base,P01_L200_BASE_T007_A01,P01_L200_BASE_T007,1.0,-0.3094,34,34,1,10,0.32787870146256126
P01_L200,base,P01_L200_BASE_T007_A02,P01_L200_BASE_T007,2.0,-0.1719,44,44,1,10,0.09341600735692912
P01_L200,base,P01_L200_BASE_T007_A03,P01_L200_BASE_T007,3.0,-0.0344,38,38,1,10,0.09668549665893587
P01_L200,base,P01_L200_BASE_T007_A04,P01_L200_BASE_T007,4.0,0.1031,52,52,1,11,0.08341522640376933
P01_L200,base,P01_L200_BASE_T008_A01,P01_L200_BASE_T008,1.0,-0.3094,39,39,1,11,0.19778132468499554
P01_L200,base,P01_L200_BASE_T008_A02,P01_L200_BASE_T008,2.0,-0.0344,45,45,1,10,0.08125192168623524
P01_L200,base,P01_L200_BASE_T008_A03,P01_L200_BASE_T008,3.0,0.1031,47,47,1,10,0.09341600735692912
P01_L200,base,P01_L200_BASE_T008_A04,P01_L200_BASE_T008,4.0,-0.1719,34,34,1,10,0.10827727487078186
P01_L200,base,P01_L200_BASE_T009_A01,P01_L200_BASE_T009,1.0,0.0344,44,44,1,10,0.19973677545282442
P01_L200,base,P01_L200_BASE_T009_A02,P01_L200_BASE_T009,2.0,0.2406,30,30,1,10,0.13358263912137905
P01_L200,base,P01_L200_BASE_T009_A03,P01_L200_BASE_T009,3.0,0.1719,52,52,1,11,0.15925974531882273
P01_L200,base,P01_L200_BASE_T009_A04,P01_L200_BASE_T009,4.0,-0.1031,37,37,1,10,0.15233862552926314
P01_L200,base,P01_L200_BASE_T010_A01,P01_L200_BASE_T010,1.0,0.2406,47,47,1,10,0.09943026757455518
P01_L200,base,P01_L200_BASE_T010_A02,P01_L200_BASE_T010,2.0,-0.1031,39,39,1,10,0.15233868788059937
P01_L200,base,P01_L200_BASE_T010_A03,P01_L200_BASE_T010,3.0,0.0344,41,41,1,10,0.175145182163538
P01_L200,base,P01_L200_BASE_T010_A04,P01_L200_BASE_T010,4.0,0.1719,38,38,1,10,0.15233862552926314
P01_L200,base,P01_L200_BASE_T011_A01,P01_L200_BASE_T011,1.0,-0.1031,42,42,1,10,0.175145182163538
P01_L200,base,P01_L200_BASE_T011_A02,P01_L200_BASE_T011,2.0,0.0344,42,42,1,10,0.17372808404079015
P01_L200,base,P01_L200_BASE_T011_A03,P01_L200_BASE_T011,3.0,0.1719,48,48,1,10,0.17372808404079015
P01_L200,base,P01_L200_BASE_T011_A04,P01_L200_BASE_T011,4.0,0.2406,35,35,1,10,0.13358263912137905
P01_L200,base,P01_L200_BASE_T012_A01,P01_L200_BASE_T012,1.0,-0.2406,38,38,1,10,0.23151223042120891
P01_L200,base,P01_L200_BASE_T012_A02,P01_L200_BASE_T012,2.0,-0.4469,47,47,1,11,0.15925969080791663
P01_L200,base,P01_L200_BASE_T012_A03,P01_L200_BASE_T012,3.0,-0.3781,37,37,1,10,0.15233868788059937
P01_L200,base,P01_L200_BASE_T013_A01,P01_L200_BASE_T013,1.0,-0.3781,36,36,1,10,0.06649822138546835
P01_L200,base,P01_L200_BASE_T013_A02,P01_L200_BASE_T013,2.0,-0.2406,54,54,1,11,0.20339580968979323
P01_L200,base,P01_L200_BASE_T013_A03,P01_L200_BASE_T013,3.0,-0.4469,34,34,1,10,0.3060202279438371
P01_L200,base,P01_L200_BASE_T014_A01,P01_L200_BASE_T014,1.0,-0.4469,38,38,1,10,0.24400457578562998
P01_L200,base,P01_L200_BASE_T014_A02,P01_L200_BASE_T014,2.0,-0.2406,58,58,1,10,0.23195407138136845
P01_L200,base,P01_L200_BASE_T014_A03,P01_L200_BASE_T014,3.0,-0.3781,50,50,1,11,0.10479536440997955
P01_L200,base,P01_L200_BASE_T015_A01,P01_L200_BASE_T015,1.0,0.0688,39,39,1,10,0.11891810044944214
P01_L200,base,P01_L200_BASE_T015_A02,P01_L200_BASE_T015,2.0,-0.0688,37,37,1,10,0.21099296747015642
P01_L200,base,P01_L200_BASE_T015_A03,P01_L200_BASE_T015,3.0,-0.3438,40,40,1,10,0.22531915793634544
P01_L200,base,P01_L200_BASE_T015_A04,P01_L200_BASE_T015,5.0,0.3438,39,39,1,10,0.1674086723065471
P01_L200,base,P01_L200_BASE_T015_A05,P01_L200_BASE_T015,4.0,-0.2063,38,38,1,10,0.1674086723065471
