condition_id,experiment,staircase_id,source_id,source_staircase_id,probe_position_deg,trials_recorded,trials_used,distinct_signed_positions,detected_reversals,final_five_geometric_threshold
P04_L010,flanker,P04_L010_FLANKER_T009_A04,P04_L010_FLANKER_T009,4.0,0.3151,40,40,1,10,0.01630194576356759
P04_L010,flanker,P04_L010_FLANKER_T010_A01,P04_L010_FLANKER_T010,1.0,-0.4011,39,39,1,10,0.035433641252899134
P04_L010,flanker,P04_L010_FLANKER_T010_A02,P04_L010_FLANKER_T010,2.0,0.3151,52,52,1,10,0.022527414167511004
P04_L010,flanker,P04_L010_FLANKER_T010_A03,P04_L010_FLANKER_T010,3.0,-0.1604,45,45,1,10,0.021374093115055202
P04_L010,flanker,P04_L010_FLANKER_T010_A04,P04_L010_FLANKER_T010,4.0,0.0802,47,47,1,10,0.011012544206478063
P04_L010,flanker,P04_L010_FLANKER_T011_A01,P04_L010_FLANKER_T011,1.0,-0.1604,48,48,1,10,0.021548436371754156
P04_L010,flanker,P04_L010_FLANKER_T011_A02,P04_L010_FLANKER_T011,2.0,-0.4011,45,45,1,10,0.04525344404430589
P04_L010,flanker,P04_L010_FLANKER_T011_A03,P04_L010_FLANKER_T011,3.0,0.0802,46,46,1,10,0.011701447544344207
P04_L010,flanker,P04_L010_FLANKER_T011_A04,P04_L010_FLANKER_T011,4.0,0.3151,43,43,1,11,0.018108732469676005
P04_L010,flanker,P04_L010_FLANKER_T012_A01,P04_L010_FLANKER_T012,1.0,0.0802,56,56,1,10,0.012233071340969104
P04_L010,flanker,P04_L010_FLANKER_T012_A02,P04_L010_FLANKER_T012,2.0,-0.1604,40,40,1,10,0.017321754955709704
P04_L010,flanker,P04_L010_FLANKER_T012_A03,P04_L010_FLANKER_T012,3.0,-0.4011,46,46,1,11,0.04148468700916459
P04_L010,flanker,P04_L010_FLANKER_T012_A04,P04_L010_FLANKER_T012,4.0,0.3151,52,52,1,10,0.02120114876851939
P04_L010,flanker,P04_L010_FLANKER_T013_A01,P04_L010_FLANKER_T013,1.0,-0.338,36,36,1,10,0.03968184288767213
P04_L010,flanker,P04_L010_FLANKER_T013_A02,P04_L010_FLANKER_T013,2.0,0.1375,39,39,1,11,0.036377079376536815
P04_L010,flanker,P04_L010_FLANKER_T013_A03,P04_L010_FLANKER_T013,3.0,-0.1031,44,44,1,10,0.045253462847699266
P04_L010,flanker,P04_L010_FLANKER_T013_A04,P04_L010_FLANKER_T013,4.0,0.3782,38,38,1,10,0.045253462847699266
P04_L010,flanker,P04_L010_FLANKER_T014_A01,P04_L010_FLANKER_T014,1.0,-0.338,41,41,1,10,0.03002035197346584
P04_L010,flanker,P04_L010_FLANKER_T014_A02,P04_L010_FLANKER_T014,2.0,0.3782,45,45,1,11,0.03334753597687359
P04_L010,flanker,P04_L010_FLANKER_T014_A03,P04_L010_FLANKER_T014,3.0,0.1375,50,50,1,10,0.028252960210874062
P04_L010,flanker,P04_L010_FLANKER_T014_A04,P04_L010_FLANKER_T014,4.0,-0.1031,46,46,1,10,0.045253462847699266
P04_L010,flanker,P04_L010_FLANKER_T015_A01,P04_L010_FLANKER_T015,1.0,-0.338,41,41,1,10,0.045253462847699266
P04_L010,flanker,P04_L010_FLANKER_T015_A02,P04_L010_FLANKER_T015,2.0,-0.1031,40,40,1,10,0.051607423185622295
P04_L010,flanker,P04_L010_FLANKER_T015_A03,P04_L010_FLANKER_T015,3.0,0.1375,57,57,1,10,0.03904234310680835
P04_L010,flanker,P04_L010_FLANKER_T015_A04,P04_L010_FLANKER_T015,4.0,0.3782,38,38,1,11,0.04148468700916459
P04_L049,base,P04_L049_BASE_T000_A01,P04_L049_BASE_T000,1.0,0.1375,48,48,1,10,0.05160741024450899
P04_L049,base,P04_L049_BASE_T000_A02,P04_L049_BASE_T000,2.0,-0.1031,52,52,1,11,0.05395206420839048
P04_L049,base,P04_L049_BASE_T000_A03,P04_L049_BASE_T000,3.0,0.3782,51,51,1,11,0.06253515142127972
P04_L049,base,P04_L049_BASE_T000_A04,P04_L049_BASE_T000,4.0,-0.338,45,45,1,10,0.059333516372217836
P04_L049,base,P04_L049_BASE_T001_A01,P04_L049_BASE_T001,1.0,-0.0401,43,43,1,10,0.05341362063333839
P04_L049,base,P04_L049_BASE_T001_A02,P04_L049_BASE_T001,2.0,0.4354,47,47,1,11,0.04008186123719354
P04_L049,base,P04_L049_BASE_T001_A03,P04_L049_BASE_T001,3.0,0.1948,62,62,1,11,0.04190295260905469
P04_L049,base,P04_L049_BASE_T001_A04,P04_L049_BASE_T001,4.0,-0.2807,37,37,1,10,0.05202834644682993
P04_L049,base,P04_L049_BASE_T002_A01,P04_L049_BASE_T002,1.0,-0.0401,38,38,1,10,0.04525351125685756
P04_L049,base,P04_L049_BASE_T002_A02,P04_L049_BASE_T002,2.0,-0.2807,52,52,1,10,0.05298144524826901
P04_L049,base,P04_L049_BASE_T002_A03,P04_L049_BASE_T002,3.0,0.4354,48,48,1,10,0.036082783762806867
P04_L049,base,P04_L049_BASE_T002_A04,P04_L049_BASE_T002,4.0,0.1948,46,46,1,12,0.058853443473716176
P04_L049,base,P04_L049_BASE_T003_A01,P04_L049_BASE_T003,1.0,-0.2807,48,48,1,11,0.04730946876906523
P04_L049,base,P04_L049_BASE_T003_A02,P04_L049_BASE_T003,2.0,0.4354,41,41,1,10,0.040408798709597044
P04_L049,base,P04_L049_BASE_T003_A03,P04_L049_BASE_T003,3.0,-0.0401,50,50,1,10,0.042244724524913395
P04_L049,base,P04_L049_BASE_T003_A04,P04_L049_BASE_T003,4.0,0.1948,50,50,1,10,0.07842891119360597
P04_L049,base,P04_L049_BASE_T004_A01,P04_L049_BASE_T004,1.0,0.1948,45,45,1,11,0.0414847091672321
P04_L049,base,P04_L049_BASE_T004_A02,P04_L049_BASE_T004,2.0,0.4354,43,43,1,10,0.05202834644682993
P04_L049,base,P04_L049_BASE_T004_A03,P04_L049_BASE_T004,3.0,-0.0401,40,40,1,10,0.04525348353309591
P04_L049,base,P04_L049_BASE_T004_A04,P04_L049_BASE_T004,4.0,-0.2807,54,54,1,11,0.047309447030271866
P04_L049,base,P04_L049_BASE_T005_A01,P04_L049_BASE_T005,1.0,0.0172,55,55,1,10,0.01735481626998363
P04_L049,base,P04_L049_BASE_T005_A02,P04_L049_BASE_T005,2.0,-0.2235,54,54,1,10,0.023127249650720022
P04_L049,base,P04_L049_BASE_T005_A03,P04_L049_BASE_T005,3.0,0.4985,48,48,1,10,0.034235472716539955
P04_L049,base,P04_L049_BASE_T005_A04,P04_L049_BASE_T005,4.0,0.2578,68,68,1,10,0.022940039680510636
P04_L049,base,P04_L049_BASE_T006_A01,P04_L049_BASE_T006,1.0,0.2578,35,35,1,10,0.019753858650415197
P04_L049,base,P04_L049_BASE_T006_A02,P04_L049_BASE_T006,2.0,-0.2235,51,51,1,10,0.025690455551422978
P04_L049,base,P04_L049_BASE_T006_A03,P04_L049_BASE_T006,3.0,0.0172,79,79,1,11,0.012058847711743398
P04_L049,base,P04_L049_BASE_T006_A04,P04_L049_BASE_T006,4.0,0.4985,55,55,1,10,0.019085849041679367
P04_L049,base,P04_L049_BASE_T007_A01,P04_L049_BASE_T007,1.0,0.0172,47,47,1,10,0.02252744327109203
P04_L049,base,P04_L049_BASE_T007_A02,P04_L049_BASE_T007,2.0,0.2578,43,43,1,10,0.019753858650415197
P04_L049,base,P04_L049_BASE_T007_A03,P04_L049_BASE_T007,3.0,0.4985,45,45,1,10,0.040408798709597044
P04_L049,base,P04_L049_BASE_T007_A04,P04_L049_BASE_T007,4.0,-0.2235,39,39,1,11,0.03637709273734868
P04_L049,base,P04_L049_BASE_T008_A01,P04_L049_BASE_T008,1.0,0.0172,39,39,1,10,0.02271119119076223
P04_L049,base,P04_L049_BASE_T008_A02,P04_L049_BASE_T008,2.0,0.4985,37,37,1,10,0.03968185155234242
P04_L049,base,P04_L049_BASE_T008_A03,P04_L049_BASE_T008,3.0,-0.2235,49,49,1,10,0.029536554842345308
P04_L049,base,P04_L049_BASE_T008_A04,P04_L049_BASE_T008,4.0,0.2578,71,71,1,11,0.030077653975553238
P04_L049,base,P04_L049_BASE_T009_A01,P04_L049_BASE_T009,1.0,-0.1604,60,60,1,10,0.029536554842345308
P04_L049,base,P04_L049_BASE_T009_A02,P04_L049_BASE_T009,2.0,-0.4011,41,41,1,10,0.07441354131300863
P04_L049,base,P04_L049_BASE_T009_A03,P04_L049_BASE_T009,4.0,0.0802,48,48,1,10,0.023315887217870333
P04_L049,base,P04_L049_BASE_T009_A04,P04_L049_BASE_T009,3.0,0.3151,45,45,1,10,0.03543364948628696
P04_L049,base,P04_L049_BASE_T010_A01,P04_L049_BASE_T010,1.0,0.3151,49,49,1,10,0.038029779477632246
P04_L049,base,P04_L049_BASE_T010_A02,P04_L049_BASE_T010,2.0,-0.1604,54,54,1,10,0.02900520620428371
P04_L049,base,P04_L049_BASE_T010_A03,P04_L049_BASE_T010,3.0,-0.4011,44,44,1,11,0.0414847091672321
P04_L049,base,P04_L049_BASE_T010_A04,P04_L049_BASE_T010,4.0,0.0802,47,47,1,10,0.025900007304281738
P04_L049,base,P04_L049_BASE_T011_A01,P04_L049_BASE_T011,1.0,-0.4011,55,55,1,11,0.05395199093349764
P04_L049,base,P04_L049_BASE_T011_A02,P04_L049_BASE_T011,2.0,-0.1604,48,48,1,10,0.03704349045448363
P04_L049,base,P04_L049_BASE_T011_A03,P04_L049_BASE_T011,3.0,0.3151,37,37,1,10,0.019753858650415197
P04_L049,base,P04_L049_BASE_T011_A04,P04_L049_BASE_T011,4.0,0.0802,38,38,1,10,0.03968185155234242
P04_L049,base,P04_L049_BASE_T012_A01,P04_L049_BASE_T012,1.0,-0.1604,52,52,1,11,0.028770531760719618
P04_L049,base,P04_L049_BASE_T012_A02,P04_L049_BASE_T012,2.0,-0.4011,50,50,1,10,0.06766431099390906
P04_L049,base,P04_L049_BASE_T012_A03,P04_L049_BASE_T012,3.0,0.0802,70,70,1,10,0.036446492102834724
P04_L049,base,P04_L049_BASE_T012_A04,P04_L049_BASE_T012,4.0,0.3151,36,36,1,10,0.03968185155234242
P04_L049,base,P04_L049_BASE_T013_A01,P04_L049_BASE_T013,2.0,0.3782,51,51,1,10,0.07381147453166016
P04_L049,base,P04_L049_BASE_T013_A02,P04_L049_BASE_T013,3.0,0.1375,51,51,1,10,0.06472379983568861
P04_L049,base,P04_L049_BASE_T013_A03,P04_L049_BASE_T013,4.0,-0.1031,70,70,1,11,0.03254469384139945
P04_L049,base,P04_L049_BASE_T013_A04,P04_L049_BASE_T013,1.0,-0.338,45,45,1,10,0.06141013116169165
P04_L049,base,P04_L049_BASE_T014_A01,P04_L049_BASE_T014,1.0,-0.1031,47,47,1,10,0.04525348353309591
P04_L049,base,P04_L049_BASE_T014_A02,P04_L049_BASE_T014,2.0,-0.338,45,45,1,10,0.06141011409505189
P04_L049,base,P04_L049_BASE_T014_A03,P04_L049_BASE_T014,3.0,0.1375,45,45,1,10,0.04896524038926543
P04_L049,base,P04_L049_BASE_T014_A04,P04_L049_BASE_T014,4.0,0.3782,56,56,1,11,0.06537624487188626
P04_L049,base,P04_L049_BASE_T015_A01,P04_L049_BASE_T015,1.0,0.3782,45,45,1,10,0.04896524038926543
P04_L049,base,P04_L049_BASE_T015_A02,P04_L049_BASE_T015,2.0,0.1375,46,46,1,10,0.04896524038926543
P04_L049,base,P04_L049_BASE_T015_A03,P04_L049_BASE_T015,3.0,-0.338,56,56,1,11,0.04570965078181494
P04_L049,base,P04_L049_BASE_T015_A04,P04_L049_BASE_T015,4.0,-0.1031,45,45,1,10,0.03704349045448363
P04_L049,flanker,P04_L049_FLANKER_T000_A01,P04_L049_FLANKER_T000,1.0,0.3782,57,57,1,10,0.07381147453166016
P04_L049,flanker,P04_L049_FLANKER_T000_A02,P04_L049_FLANKER_T000,2.0,-0.338,38,38,1,10,0.06877267123620542
P04_L049,flanker,P04_L049_FLANKER_T000_A03,P04_L049_FLANKER_T000,3.0,-0.1031,46,46,1,10,0.05933348769357536
P04_L049,flanker,P04_L049_FLANKER_T000_A04,P04_L049_FLANKER_T000,4.0,0.1375,52,52,1,11,0.04008186123719354
P04_L049,flanker,P04_L049_FLANKER_T001_A01,P04_L049_FLANKER_T001,1.0,-0.2807,44,44,1,10,0.08555393321129008
P04_L049,flanker,P04_L049_FLANKER_T001_A02,P04_L049_FLANKER_T001,2.0,0.1948,46,46,1,10,0.07842885771125775
P04_L049,flanker,P04_L049_FLANKER_T001_A03,P04_L049_FLANKER_T001,3.0,-0.0401,52,52,1,11,0.05395204246959706
P04_L049,flanker,P04_L049_FLANKER_T001_A04,P04_L049_FLANKER_T001,4.0,0.4354,55,55,1,10,0.06766440066646515
P04_L049,flanker,P04_L049_FLANKER_T002_A01,P04_L049_FLANKER_T002,1.0,0.1948,41,41,1,10,0.06877267123620542
P04_L049,flanker,P04_L049_FLANKER_T002_A02,P04_L049_FLANKER_T002,2.0,0.4354,43,43,1,10,0.06472379983568861
P04_L049,flanker,P04_L049_FLANKER_T002_A03,P04_L049_FLANKER_T002,3.0,-0.0401,68,68,1,10,0.06537624360142892
P04_L049,flanker,P04_L049_FLANKER_T002_A04,P04_L049_FLANKER_T002,4.0,-0.2807,53,53,1,11,0.05395204246959706
P04_L049,flanker,P04_L049_FLANKER_T003_A01,P04_L049_FLANKER_T003,1.0,-0.0401,40,40,1,10,0.04525348353309591
P04_L049,flanker,P04_L049_FLANKER_T003_A02,P04_L049_FLANKER_T003,2.0,0.4354,76,76,1,11,0.037794139825180956
P04_L049,flanker,P04_L049_FLANKER_T003_A03,P04_L049_FLANKER_T003,3.0,0.1948,64,64,1,11,0.05837737306034609
P04_L049,flanker,P04_L049_FLANKER_T003_A04,P04_L049_FLANKER_T003,4.0,-0.2807,49,49,1,10,0.06472379983568861
P04_L049,flanker,P04_L049_FLANKER_T004_A01,P04_L049_FLANKER_T004,1.0,-0.2807,43,43,1,11,0.054835761491839476
P04_L049,flanker,P04_L049_FLANKER_T004_A02,P04_L049_FLANKER_T004,2.0,-0.0401,38,38,1,10,0.05202834644682993
P04_L049,flanker,P04_L049_FLANKER_T004_A03,P04_L049_FLANKER_T004,3.0,0.4354,45,45,1,11,0.038029790798694216
P04_L049,flanker,P04_L049_FLANKER_T004_A04,P04_L049_FLANKER_T004,4.0,0.1948,35,35,1,10,0.0909058654138665
P04_L049,flanker,P04_L049_FLANKER_T005_A01,P04_L049_FLANKER_T005,1.0,0.0172,68,68,1,10,0.013950679258624863
P04_L049,flanker,P04_L049_FLANKER_T005_A02,P04_L049_FLANKER_T005,2.0,0.4985,62,62,1,10,0.03975759152509516
P04_L049,flanker,P04_L049_FLANKER_T005_A03,P04_L049_FLANKER_T005,3.0,0.2578,39,39,1,10,0.03002035894580909
P04_L049,flanker,P04_L049_FLANKER_T005_A04,P04_L049_FLANKER_T005,4.0,-0.2235,51,51,1,10,0.025690455551422978
P04_L049,flanker,P04_L049_FLANKER_T006_A01,P04_L049_FLANKER_T006,1.0,-0.2235,41,41,1,10,0.02271119119076223
P04_L049,flanker,P04_L049_FLANKER_T006_A02,P04_L049_FLANKER_T006,2.0,0.4985,45,45,1,10,0.03543364948628696
P04_L049,flanker,P04_L049_FLANKER_T006_A03,P04_L049_FLANKER_T006,3.0,0.2578,45,45,1,10,0.04525348353309591
P04_L049,flanker,P04_L049_FLANKER_T006_A04,P04_L049_FLANKER_T006,4.0,0.0172,69,69,1,10,0.016466289187890903
P04_L049,flanker,P04_L049_FLANKER_T007_A01,P04_L049_FLANKER_T007,1.0,-0.2235,36,36,1,10,0.03968185155234242
P04_L049,flanker,P04_L049_FLANKER_T007_A02,P04_L049_FLANKER_T007,2.0,0.4985,39,39,1,10,0.034235472716539955
P04_L049,flanker,P04_L049_FLANKER_T007_A03,P04_L049_FLANKER_T007,3.0,0.0172,40,40,1,10,0.019753858650415197
P04_L049,flanker,P04_L049_FLANKER_T007_A04,P04_L049_FLANKER_T007,4.0,0.2578,53,53,1,10,0.04525348353309591
P04_L049,flanker,P04_L049_FLANKER_T008_A01,P04_L049_FLANKER_T008,1.0,-0.2235,55,55,1,10,0.0425892393469429
P04_L049,flanker,P04_L049_FLANKER_T008_A02,P04_L049_FLANKER_T008,2.0,0.4985,48,48,1,10,0.030570348513884085
P04_L049,flanker,P04_L049_FLANKER_T008_A03,P04_L049_FLANKER_T008,3.0,0.0172,61,61,1,11,0.023550913353975265
P04_L049,flanker,P04_L049_FLANKER_T008_A04,P04_L049_FLANKER_T008,4.0,0.2578,53,53,1,10,0.025690455551422978
P04_L049,flanker,P04_L049_FLANKER_T009_A01,P04_L049_FLANKER_T009,2.0,-0.1604,39,39,1,10,0.03968185155234242
P04_L049,flanker,P04_L049_FLANKER_T009_A02,P04_L049_FLANKER_T009,3.0,-0.4011,54,54,1,12,0.0771649797494729
P04_L049,flanker,P04_L049_FLANKER_T009_A03,P04_L049_FLANKER_T009,4.0,0.0802,56,56,1,10,0.01289317983635796
P04_L049,flanker,P04_L049_FLANKER_T009_A04,P04_L049_FLANKER_T009,1.0,0.3151,49,49,1,10,0.029536554842345308
P04_L049,flanker,P04_L049_FLANKER_T010_A01,P04_L049_FLANKER_T010,1.0,0.0802,62,62,1,10,0.014703518932749795
P04_L049,flanker,P04_L049_FLANKER_T010_A02,P04_L049_FLANKER_T010,2.0,-0.1604,44,44,1,10,0.02457400552307941
P04_L049,flanker,P04_L049_FLANKER_T010_A03,P04_L049_FLANKER_T010,3.0,0.3151,55,55,1,10,0.013129369114452422
P04_L049,flanker,P04_L049_FLANKER_T010_A04,P04_L049_FLANKER_T010,4.0,-0.4011,61,61,1,10,0.058853443473716176
P04_L049,flanker,P04_L049_FLANKER_T011_A01,P04_L049_FLANKER_T011,1.0,0.0802,52,52,1,10,0.01959404039508361
P04_L049,flanker,P04_L049_FLANKER_T011_A02,P04_L049_FLANKER_T011,2.0,-0.1604,48,48,1,10,0.026806487874518257
P04_L049,flanker,P04_L049_FLANKER_T011_A03,P04_L049_FLANKER_T011,3.0,-0.4011,64,64,1,10,0.07716491837943798
P04_L049,flanker,P04_L049_FLANKER_T011_A04,P04_L049_FLANKER_T011,4.0,0.3151,54,54,1,10,0.026589606514072595
P04_L049,flanker,P04_L049_FLANKER_T012_A01,P04_L049_FLANKER_T012,1.0,0.3151,55,55,1,10,0.025900016840966263
P04_L049,flanker,P04_L049_FLANKER_T012_A02,P04_L049_FLANKER_T012,2.0,-0.4011,49,49,1,10,0.07639483589976294
P04_L049,flanker,P04_L049_FLANKER_T012_A03,P04_L049_FLANKER_T012,3.0,-0.1604,49,49,1,10,0.01289317983635796
P04_L049,flanker,P04_L049_FLANKER_T012_A04,P04_L049_FLANKER_T012,4.0,0.0802,49,49,1,12,0.02252744327109203
P04_L049,flanker,P04_L049_FLANKER_T013_A01,P04_L049_FLANKER_T013,1.0,-0.1031,44,44,1,10,0.08555393321129008
P04_L049,flanker,P04_L049_FLANKER_T013_A02,P04_L049_FLANKER_T013,2.0,0.1375,48,48,1,10,0.04896524038926543
P04_L049,flanker,P04_L049_FLANKER_T013_A03,P04_L049_FLANKER_T013,3.0,0.3782,41,41,1,11,0.0414847091672321
P04_L049,flanker,P04_L049_FLANKER_T013_A04,P04_L049_FLANKER_T013,4.0,-0.338,63,63,1,11,0.06890391791068048
P04_L049,flanker,P04_L049_FLANKER_T014_A01,P04_L049_FLANKER_T014,1.0,0.3782,43,43,1,11,0.0414847091672321
P04_L049,flanker,P04_L049_FLANKER_T014_A02,P04_L049_FLANKER_T014,2.0,-0.338,66,66,1,11,0.0239823581167602
P04_L049,flanker,P04_L049_FLANKER_T014_A03,P04_L049_FLANKER_T014,3.0,-0.1031,52,52,1,10,0.07842885771125775
P04_L049,flanker,P04_L049_FLANKER_T014_A04,P04_L049_FLANKER_T014,4.0,0.1375,57,57,1,10,0.05779469995041774
P04_L049,flanker,P04_L049_FLANKER_T015_A01,P04_L049_FLANKER_T015,1.0,0.1375,41,41,1,10,0.05202834644682993
P04_L049,flanker,P04_L049_FLANKER_T015_A02,P04_L049_FLANKER_T015,2.0,-0.1031,50,50,1,10,0.07842885771125775
P04_L049,flanker,P04_L049_FLANKER_T015_A03,P04_L049_FLANKER_T015,3.0,0.3782,55,55,1,10,0.048176106394316104
P04_L049,flanker,P04_L049_FLANKER_T015_A04,P04_L049_FLANKER_T015,4.0,-0.338,41,41,1,10,0.0811737884369858
P04_L100,base,P04_L100_BASE_T000_A01,P04_L100_BASE_T000,1.0,0.4011,47,47,1,10,0.10366974121870853
P04_L100,base,P04_L100_BASE_T000_A02,P04_L100_BASE_T000,2.0,0.212,55,55,1,10,0.08051698795173676
P04_L100,base,P04_L100_BASE_T000_A03,P04_L100_BASE_T000,3.0,-0.1662,40,40,1,10,0.028253003008124576
P04_L100,base,P04_L100_BASE_T000_A04,P04_L100_BASE_T000,4.0,0.0229,63,63,1,12,0.027572727559203793
P04_L100,base,P04_L100_BASE_T000_A05,P04_L100_BASE_T000,5.0,-0.3552,49,49,1,10,0.06420006592837083
P04_L100,base,P04_L100_BASE_T001_A01,P04_L100_BASE_T001,1.0,-0.3037,42,42,1,10,0.04525345941874622
P04_L100,base,P04_L100_BASE_T001_A02,P04_L100_BASE_T001,2.0,0.4526,68,68,1,10,0.06253507021976513
P04_L100,base,P04_L100_BASE_T001_A03,P04_L100_BASE_T001,3.0,-0.1146,49,49,1,10,0.055840254229045524
P04_L100,base,P04_L100_BASE_T001_A04,P04_L100_BASE_T001,4.0,0.0745,61,61,1,10,0.03674373653474681
P04_L100,base,P04_L100_BASE_T001_A05,P04_L100_BASE_T001,5.0,0.2636,53,53,1,10,0.056295724408094154
P04_L100,base,P04_L100_BASE_T002_A01,P04_L100_BASE_T002,1.0,0.2636,51,51,1,10,0.044887368459224794
P04_L100,base,P04_L100_BASE_T002_A02,P04_L100_BASE_T002,2.0,0.4526,46,46,1,10,0.059333441422541704
P04_L100,base,P04_L100_BASE_T002_A03,P04_L100_BASE_T002,3.0,-0.1146,72,72,1,11,0.04048595030995988
P04_L100,base,P04_L100_BASE_T002_A04,P04_L100_BASE_T002,4.0,0.0745,55,55,1,10,0.03802981352627205
P04_L100,base,P04_L100_BASE_T002_A05,P04_L100_BASE_T002,5.0,-0.3037,46,46,1,10,0.0425892060977438
P04_L100,base,P04_L100_BASE_T003_A01,P04_L100_BASE_T003,1.0,0.2636,48,48,1,11,0.036082779867584035
P04_L100,base,P04_L100_BASE_T003_A02,P04_L100_BASE_T003,2.0,0.4526,48,48,1,10,0.0614101116160445
P04_L100,base,P04_L100_BASE_T003_A03,P04_L100_BASE_T003,3.0,-0.3037,42,42,1,10,0.0425892060977438
P04_L100,base,P04_L100_BASE_T003_A04,P04_L100_BASE_T003,4.0,-0.1146,44,44,1,10,0.0614101116160445
P04_L100,base,P04_L100_BASE_T003_A05,P04_L100_BASE_T003,5.0,0.0745,44,44,1,11,0.04645841261587714
P04_L100,base,P04_L100_BASE_T004_A01,P04_L100_BASE_T004,1.0,0.2636,56,56,1,10,0.052981421808227486
P04_L100,base,P04_L100_BASE_T004_A02,P04_L100_BASE_T004,2.0,-0.1146,75,75,1,12,0.05697165934187986
P04_L100,base,P04_L100_BASE_T004_A03,P04_L100_BASE_T004,3.0,-0.3037,51,51,1,10,0.07003258895227818
P04_L100,base,P04_L100_BASE_T004_A04,P04_L100_BASE_T004,4.0,0.0745,52,52,1,11,0.0287704994856716
P04_L100,base,P04_L100_BASE_T004_A05,P04_L100_BASE_T004,5.0,0.4526,36,36,1,10,0.0520283136453255
P04_L100,base,P04_L100_BASE_T005_A01,P04_L100_BASE_T005,1.0,-0.0688,50,50,1,10,0.11822573802799824
P04_L100,base,P04_L100_BASE_T005_A02,P04_L100_BASE_T005,2.0,-0.2578,60,60,1,10,0.11822577394778974
P04_L100,base,P04_L100_BASE_T005_A03,P04_L100_BASE_T005,3.0,0.4985,45,45,1,10,0.05160741648093165
P04_L100,base,P04_L100_BASE_T005_A04,P04_L100_BASE_T005,4.0,0.3094,41,41,1,10,0.05933351443980976
P04_L100,base,P04_L100_BASE_T005_A05,P04_L100_BASE_T005,5.0,0.1203,39,39,1,10,0.09090591445346737
P04_L100,base,P04_L100_BASE_T006_A01,P04_L100_BASE_T006,1.0,0.4985,46,46,1,10,0.051607343797021754
P04_L100,base,P04_L100_BASE_T006_A02,P04_L100_BASE_T006,2.0,0.3094,73,73,1,10,0.02355092177733122
P04_L100,base,P04_L100_BASE_T006_A03,P04_L100_BASE_T006,3.0,-0.2578,41,41,1,10,0.07842888811897843
P04_L100,base,P04_L100_BASE_T006_A04,P04_L100_BASE_T006,4.0,-0.0688,60,60,1,10,0.07986562903131689
P04_L100,base,P04_L100_BASE_T006_A05,P04_L100_BASE_T006,5.0,0.1203,48,48,1,10,0.07639480208179217
P04_L100,base,P04_L100_BASE_T007_A01,P04_L100_BASE_T007,1.0,-0.0688,50,50,1,10,0.1348254975465811
P04_L100,base,P04_L100_BASE_T007_A02,P04_L100_BASE_T007,2.0,0.4985,43,43,1,10,0.04525345941874622
P04_L100,base,P04_L100_BASE_T007_A03,P04_L100_BASE_T007,3.0,-0.2578,45,45,1,10,0.10366974121870853
P04_L100,base,P04_L100_BASE_T007_A04,P04_L100_BASE_T007,4.0,0.1203,51,51,1,11,0.06253513900676504
P04_L100,base,P04_L100_BASE_T007_A05,P04_L100_BASE_T007,5.0,0.3094,49,49,1,10,0.05629578069393223
P04_L100,base,P04_L100_BASE_T008_A01,P04_L100_BASE_T008,1.0,-0.0688,56,56,1,10,0.07986567461543917
P04_L100,base,P04_L100_BASE_T008_A02,P04_L100_BASE_T008,2.0,-0.2578,63,63,1,10,0.19283418423986212
P04_L100,base,P04_L100_BASE_T008_A03,P04_L100_BASE_T008,3.0,0.1203,49,49,1,10,0.07003248490146895
P04_L100,base,P04_L100_BASE_T008_A04,P04_L100_BASE_T008,4.0,0.4985,41,41,1,10,0.06877270355328113
P04_L100,base,P04_L100_BASE_T008_A05,P04_L100_BASE_T008,5.0,0.3094,47,47,1,10,0.0370434632344972
P04_L100,base,P04_L100_BASE_T009_A01,P04_L100_BASE_T009,1.0,-0.0229,49,49,1,10,0.09257123575788712
P04_L100,base,P04_L100_BASE_T009_A02,P04_L100_BASE_T009,2.0,0.1662,44,44,1,10,0.08555388906328826
P04_L100,base,P04_L100_BASE_T009_A03,P04_L100_BASE_T009,3.0,-0.4011,53,53,1,10,0.13592521650331646
P04_L100,base,P04_L100_BASE_T009_A04,P04_L100_BASE_T009,4.0,-0.212,59,59,1,10,0.06766438832601365
P04_L100,base,P04_L100_BASE_T009_A05,P04_L100_BASE_T009,5.0,0.3552,50,50,1,10,0.11822558796809778
P04_L100,base,P04_L100_BASE_T010_A01,P04_L100_BASE_T010,1.0,-0.212,52,52,1,10,0.07986565499694631
P04_L100,base,P04_L100_BASE_T010_A02,P04_L100_BASE_T010,2.0,-0.0229,42,42,1,10,0.05202832986334678
P04_L100,base,P04_L100_BASE_T010_A03,P04_L100_BASE_T010,3.0,0.1662,48,48,1,10,0.1182256686034135
P04_L100,base,P04_L100_BASE_T010_A04,P04_L100_BASE_T010,4.0,-0.4011,42,42,1,10,0.10366974121870853
P04_L100,base,P04_L100_BASE_T010_A05,P04_L100_BASE_T010,5.0,0.3552,45,45,1,11,0.08266088075993101
P04_L100,base,P04_L100_BASE_T011_A01,P04_L100_BASE_T011,1.0,-0.4011,40,40,1,10,0.06877270355328113
P04_L100,base,P04_L100_BASE_T011_A02,P04_L100_BASE_T011,2.0,-0.212,51,51,1,10,0.10926373938829674
P04_L100,base,P04_L100_BASE_T011_A03,P04_L100_BASE_T011,3.0,0.3552,50,50,1,10,0.1482735765380608
